Cultivos y cubiertas de suelo,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0531 NAVARRA,48039.2225,47104.2336,129797.8437,73118.5526,73272.532,73660.1823,73813.4958,73873.8969,74142.833,74437.4807,101314.8036,101965.9759,105683.5468,105683.5468,105705.3724,106045.0363,105991.287,105998.1923,106246.8963,107089.5378,110290.6917
0626 LA RIOJA,59983.6044,60261.836,60286.1659,59007.3093,58827.7121,58764.8887,46302.3236,46362.7155,46335.0702,46757.1126,46839.1635,47038.2112,48208.6124,52686.63,52605.6075,52604.0495,52632.2665,51730.3867,51636.3339,51645.5855,49429.0513
0722 HUESCA,376875.6179,375001.241,374129.9866,394457.6761,393748.5938,393029.1934,390254.8233,280654.2724,280683.8908,280764.9416,279329.1239,279529.8831,279520.4557,279865.005,302491.6629,302497.1135,302505.6441,302602.1518,303509.856,303656.3132,303567.0642
0744 TERUEL,366108.483,365681.566,360565.1375,336832.1587,335993.8278,333990.7378,313896.4308,313725.5132,314090.997,315428.7257,315576.8576,316760.227,316736.7547,331354.8388,331330.1661,331247.0222,333090.282,333045.4787,333158.8319,333145.2502,338531.9525
0750 ZARAGOZA,163381.7082,163559.8252,159336.7127,157480.7359,160289.9861,160861.6156,160098.4284,147335.9041,147187.8948,146753.1176,147023.0754,147353.1289,147040.0355,148628.3123,148664.4176,148530.3897,148647.5463,148666.5834,148649.6021,148630.5503,148151.9231
0808 BARCELONA,225387.8031,199355.3178,200967.2654,204463.7489,205382.2118,202454.8812,194978.3191,193401.0821,190436.4537,189108.9122,189275.338,188102.6068,187725.8801,187274.8157,187297.0628,176145.3179,175813.8718,175144.9975,175186.5998,176050.7608,176032.9969
0817 GIRONA,79192.7376,79558.4256,84843.1033,87543.2491,86945.1659,85318.4273,87713.8416,86418.0417,85097.4119,57836.1546,57732.8658,54295.578,53958.3661,56146.457,56467.0431,56440.6685,56453.736,56463.6041,52386.4006,51327.1163,51366.3275
0825 LLEIDA,222774.3071,221895.5274,215604.268,188701.7932,187197.1082,185450.1548,184543.3258,184186.3378,183839.1801,183597.826,182811.2785,182897.2747,244864.8732,244568.2748,244865.6837,244828.112,244765.1451,244888.9917,245358.6162,231455.8963,231553.4761
0843 TARRAGONA,143751.1268,147748.123,130567.3585,125987.5099,124473.2389,123471.6782,122730.7743,124182.0337,125370.8127,151870.6122,154034.9412,138590.5553,139080.6165,139543.7885,139430.6827,140114.9523,139954.1844,140008.6005,150886.545,150874.0987,150356.3765
0907 BALEARES,69380.0957,68711.6305,66091.5007,61154.831,60741.7026,42112.0039,42921.3807,42895.4625,42675.3103,43115.897,43617.0855,42472.3028,42346.6072,63222.0267,63205.3569,63264.8635,63070.6083,62671.519,64413.2392,62999.2825,63666.3086
1005 AVILA,104081.4105,103996.2612,103624.7886,102962.559,81179.5012,78498.984,78498.984,78913.7959,78977.7163,78989.9931,79003.017,85872.2109,85867.6631,85861.7216,86106.6959,85864.9176,85843.7482,85837.1937,88820.1873,88820.1859,88794.9327
1009 BURGOS,161773.1779,163538.9433,164255.6118,162594.2052,161925.4966,164248.8144,164390.5373,164524.3621,127166.4197,127178.2968,127416.8627,128203.9881,127818.9288,127119.9119,126898.7343,126920.3565,130678.2413,130997.5282,131204.0127,131372.1427,131396.1792
1024 LEON,144539.5139,144554.3692,145941.9188,144983.1887,145405.5924,152774.7258,152696.2396,152760.4773,153661.8949,153748.5493,154545.2641,154677.7693,154812.6629,140046.3859,139962.7035,140259.3618,140328.0349,140484.5087,140875.6366,140708.9972,146907.4561
1034 PALENCIA,52930.0124,53377.5908,55083.1082,57702.3861,54376.0867,58048.9045,58048.1486,58105.5182,58071.8873,58166.4687,60664.3119,60407.9442,60591.3605,60594.3784,59977.3449,60423.4871,60542.4416,60419.9552,60826.0219,58993.9246,56839.2123
1037 SALAMANCA,39024.9429,38817.5993,38279.5828,40699.2266,31646.5194,31380.1447,31281.1306,31337.3355,31362.3072,31442.2583,33408.518,33482.7731,33455.7482,33459.3468,33347.5603,33372.1555,33391.8951,38139.6255,38143.8351,38147.0462,38138.4155
1040 SEGOVIA,144680.2036,143702.8455,143426.2255,141953.4408,140771.1851,136091.5225,135915.982,135900.5441,136388.8006,136367.8652,136301.3838,141576.2947,141398.4503,141369.1372,141380.1017,141351.4056,141211.8724,141314.4064,138003.8276,138103.4434,138103.4457
1042 SORIA,274475.0778,271375.5509,261010.1004,248046.6547,253168.0247,210887.7803,210492.9222,208607.589,211657.4139,211182.0113,212720.5903,212340.925,212285.461,210142.0557,209868.5343,210115.165,210085.9966,209262.0319,209076.9963,209041.1236,206759.9542
1047 VALLADOLID,101304.3044,103510.4247,103931.9593,96596.8859,95727.9677,87481.3687,87662.2998,88242.7368,88125.7665,90646.9037,90591.4617,91967.5026,91960.6809,92049.6953,92020.8568,91796.0112,91706.2104,91389.4389,91208.9146,91288.2283,91302.4221
1049 ZAMORA,39343.8307,38417.1601,40482.4404,40706.3549,50077.0694,50853.6594,51723.354,52563.3729,52590.5749,52958.6537,54333.8757,54527.2006,60223.0425,60523.7656,60413.038,60642.9525,60796.5607,60805.7144,60546.3902,59248.2184,59183.464
1128 MADRID,63066.2462,61507.0283,62349.5474,60700.9634,60857.6162,48522.9915,48044.1081,47409.3431,46611.358,46663.8573,46804.3071,47031.5258,49093.925,49074.4146,49095.5739,49177.1475,49082.711,49098.5432,49744.5278,51931.677,51954.9654
1202 ALBACETE,216200.5625,223197.8177,221714.4955,218970.0702,219775.4162,222207.3192,222254.712,222127.7994,221849.4117,230949.6579,231985.7,231970.5828,231934.1938,231911.5682,231921.0492,232541.0235,241192.7296,241183.5469,240852.6606,240864.6619,240948.1385
1213 CIUDAD REAL,58853.6024,58685.4969,58001.7154,58644.861,58834.4544,59782.1287,60042.249,60024.2533,59376.3436,61240.1998,57273.497,57259.6382,56770.4154,56770.4154,56770.3613,56753.2329,56794.1273,56032.4002,56177.994,56189.7291,56193.3563
1216 CUENCA,457510.9129,458530.6655,464079.6641,468405.9084,467057.4626,464043.1704,467193.043,467209.9743,467889.0017,452311.5489,454598.1559,452871.2029,450268.1292,450256.2936,448433.3487,445787.5935,446014.948,454997.3223,455565.9545,455247.0244,455215.1825
1219 GUADALAJARA,225126.121,240757.724,239291.2691,237861.4633,238767.7129,235850.9419,235789.29,235773.4972,199350.7232,199361.689,199946.3518,198102.0185,197822.5631,197899.662,197871.2009,214134.5108,214135.6275,214145.9183,213928.5795,213928.5795,213927.9624
1245 TOLEDO,29941.1803,29554.0712,33620.1228,31075.4401,32334.1909,33437.499,33198.0546,32888.0537,31382.1033,31162.4773,30540.5638,30546.7464,30541.1287,30542.7677,30281.5588,30193.9397,30909.481,30843.3887,30757.3778,30750.8137,30748.3932
1303 ALICANTE,96547.6262,102909.9055,101772.34,102558.9414,100054.4524,102215.0804,102255.5094,102806.8658,102880.2528,103125.7226,103257.8781,104465.3448,104330.3512,103115.2439,103066.2213,103030.3971,102995.8778,102964.6087,104040.7542,103856.6167,105135.8528
1312 CASTELLON,108790.581,108688.9065,115182.9,115978.1832,116528.0752,121099.6904,119635.2156,119605.4756,119866.9611,119684.0345,119622.4894,119635.9965,117071.6593,117098.1154,118131.7066,118055.5417,118359.9506,118380.1627,118447.9696,118022.9365,118220.3239
1346 VALENCIA,268672.0068,269308.2365,263678.51,254332.2304,253684.1828,256295.5325,257111.3687,239112.9242,238928.5997,239683.1377,238535.1044,236324.4965,237032.842,237007.8968,236673.6332,257477.4532,257312.3788,257551.9563,258116.2949,257736.026,257961.3598
"1430 R,DE MURCIA",209124.3269,205585.1644,208040.2384,204817.7335,199471.0846,200673.8661,205143.6446,179185.5122,179967.3547,183830.5478,185455.0017,185687.6633,185949.1908,185576.2071,185230.4683,198733.0729,199268.108,199574.77,199561.2631,199633.3501,200516.6375
1506 BADAJOZ,9470.883,9530.1814,11140.4709,11334.8343,11438.5443,11275.2549,23472.8456,23470.4849,23473.0769,23456.5203,23484.5342,23484.532,23484.5365,23447.228,19660.7016,19650.3559,19645.534,19645.534,19589.522,19591.4935,19591.4775
1510 CACERES,36416.876,32994.9138,33534.6119,33510.1987,33319.1468,33249.4292,33048.0405,50252.1171,50253.4322,50269.4875,50269.5716,50245.5107,50216.8917,50216.0532,50215.9539,49463.7524,49435.7912,49460.6311,49593.5285,49586.2962,49590.4305
1604 ALMERIA,99888.9335,115201.1131,115172.4531,119047.6685,118991.6162,118918.1623,121262.6212,121325.8583,121325.8573,105001.3709,104975.0502,104958.0284,104971.8252,106627.5372,106338.0854,106329.3485,106239.3918,106221.6301,106722.0479,106722.0479,106722.0479
1611 CADIZ,16810.9605,16875.6343,16875.6343,2264.7098,2247.9258,2743.8995,3922.2711,3922.2711,3654.9261,3695.7428,8488.2592,8499.8204,8502.96,8502.9382,8503.1657,8691.549,8696.2179,10230.3946,10186.9537,10186.9537,10193.3161
1614 CORDOBA,51655.0763,52615.8564,52422.9463,52379.686,19553.9824,22363.8983,22486.6767,22486.6767,22486.6792,22346.2014,22346.1866,28089.0872,28089.0897,28139.0264,28138.921,28178.3314,28180.6147,28140.8739,37024.9325,37027.9971,37024.4003
1618 GRANADA,142460.2185,139228.4648,134670.1008,139071.7859,157171.8174,153958.0543,153457.5184,153469.225,153461.1462,153117.7041,153626.4549,154106.6488,141606.7955,142052.5609,142643.2843,142384.8619,142723.9354,142701.1467,142656.9554,144399.3337,144381.6043
1621 HUELVA,218576.5822,217356.3387,216786.6915,137357.0832,138979.7901,138660.6711,138427.5618,138303.7426,138643.6481,138461.9967,139153.0184,94220.9506,94243.1221,96149.4563,96078.7943,96047.622,96062.1745,96076.9701,95941.5802,96013.3818,96018.7861
1623 JAEN,214542.422,214635.991,212936.8969,213919.9064,204546.573,202160.7008,202133.3868,203585.4767,203765.219,203255.1807,203118.8274,200676.7221,204712.5831,204636.034,204660.3189,204745.4014,204729.9034,204732.0295,204757.8413,183869.1373,183765.5751
1629 MALAGA,57491.4623,57491.4606,57560.3352,60977.4243,60893.6592,60919.1972,61221.9902,61170.2861,61127.4466,61051.5324,61128.1918,61128.1888,65510.2267,65630.0127,65629.6124,65589.8542,65616.2941,65645.5633,65612.9568,67584.6479,67575.3571
1641 SEVILLA,49591.9499,49637.2364,48188.4069,31060.0223,31062.0327,31177.8375,31837.8805,31788.4369,31577.8922,32042.8952,14673.2376,14673.2351,14673.2381,14683.7547,14734.7614,14520.2744,14514.7046,14514.7046,17484.0505,17653.3037,17523.98
1735 PALMAS (Las),8110.9551,10599.2047,10599.2103,10512.6655,11105.2992,10508.5328,10507.6991,4636.8283,4636.8283,4636.8283,4637.0451,4637.0451,4637.0451,4637.0451,9103.41,9103.41,9103.41,9103.41,9103.41,9103.41,9103.41
"1738 Sta,C,TENERIFE",79766.7131,75057.5239,75971.8186,75923.4827,75914.0678,77750.1132,75903.9963,76555.4218,76553.9702,76506.3958,76510.8583,76279.1658,76710.3751,72349.6306,72182.1811,72134.8384,72142.661,72170.1636,71936.3267,71936.3267,79485.7194
0K070 FRONDOSAS CRECIMIENTO LE,2805876.5032,2909186.381300001,3194390.7739,3105193.0227999995,3112314.6278,3183937.9008000004,3289705.0786000006,3379579.2644,3499102.0054000006,3619897.0898,3812104.3672,3929485.1864,4133404.094700001,4199217.4373,4431002.247899999,4507935.640299999,4508452.5257,4595604.073199999,4633048.0879,4658908.9640999995,4684802.0957
0115 CORUÑA (LA),20503.9462,22960.772,32750.4312,32837.3805,46326.9367,32960.0536,32889.9089,32961.56,34804.723,35028.8363,35065.5661,35090.6324,35262.8896,35578.7346,35328.5182,36787.9329,36800.3356,37079.4591,37132.6407,37755.8088,38051.4245
0127 LUGO,90572.8907,94607.6243,121238.1594,129080.3728,130206.7037,128923.0845,126795.9897,127182.548,136751.1209,137064.584,136872.6138,136863.5396,136971.3329,136838.6202,136945.3891,137248.0402,137210.197,135581.0935,135424.9545,134828.3103,136588.1293
0132 ORENSE,75621.477,80670.5798,101705.7527,111789.7891,111474.2291,110861.6523,107501.1162,107916.713,121197.844,121431.8582,121408.0872,121592.3801,121681.2686,122143.579,122136.0396,122220.8395,121702.0963,121500.0474,121516.411,121607.5946,122755.631
0136 PONTEVEDRA,24043.2701,26953.7315,27377.7241,27104.6165,32340.0213,27039.075,26642.846,26846.5778,28584.6729,28654.1795,28484.5073,28612.0949,28622.0518,28658.6021,28682.3371,29193.1224,29197.2127,29440.1572,29435.7173,29501.3555,30262.1299
"0233 P,DE ASTURIAS",156041.2385,154619.0839,179426.9372,173712.1942,170113.3348,169394.259,218219.1185,218835.6895,218411.1732,218341.0885,218432.3365,218510.6794,218377.7905,218569.1967,235719.0423,235850.9661,236236.0783,235595.3437,235625.3381,235524.7502,235172.8413
0339 CANTABRIA,47049.5594,64304.0146,65077.1047,63866.9356,66568.5378,75191.1084,72198.4376,128247.9407,127597.1307,128234.4475,128420.6272,129143.5663,129210.5858,129235.1385,130818.9996,130934.0596,130769.1949,130793.0805,130857.2794,130838.7072,131608.4708
0401 ALAVA,39368.7223,101077.8425,99809.1394,98547.2897,99161.958,98497.3839,99952.9487,100016.595,99977.2115,98500.7461,98206.8568,98568.9194,98338.9131,98857.0688,98877.3396,98817.3482,98805.0333,98661.2899,98670.9771,98655.7356,98666.4814
0420 GUIPUZCOA,16273.6071,38061.5099,37650.961,37614.9715,39087.1467,38582.378,38156.2903,37987.8741,37829.0028,38674.3635,43369.8018,43444.0934,43526.4878,44039.9155,39584.0441,39422.6331,39421.972,39362.3934,39374.7678,39706.4075,39659.8525
0448 VIZCAYA,12522.5495,19277.5336,19156.727,19076.3382,18753.3866,18783.593,18633.8665,18663.3514,18678.351,18131.4379,16754.8646,16759.2991,16732.7023,16736.6767,18720.1491,18711.3625,18709.6183,18710.4207,18710.6355,18422.3338,20351.0553
0531 NAVARRA,43436.2288,43293.8256,219047.6016,137075.9301,136303.9492,136084.3922,136569.2419,137233.1718,137307.6381,137229.7726,231553.1153,231641.7091,231514.0878,231667.1305,231691.03,231499.3504,231479.9858,231509.2433,231607.6024,231595.3586,237431.8258
0626 LA RIOJA,26314.7869,26320.5643,26314.8637,25579.6286,25750.9996,25757.2169,63824.5892,63904.7762,63904.5656,63980.3636,64186.6933,64170.7071,64225.1948,69686.193,69683.8329,69677.1915,69676.5462,69669.6109,69745.7999,69763.651,75337.1463
0722 HUESCA,59260.6663,63838.9469,61393.3557,62588.7352,61991.5701,67769.9725,75474.0778,104310.6724,104843.1893,104621.6525,105269.9347,105272.6841,105450.9353,105567.7787,147302.9119,146662.2552,146744.9759,146852.088,146832.2249,147488.0828,147143.3302
0744 TERUEL,24412.3919,25118.7732,28286.9763,28049.5659,28000.4984,27887.6961,51541.3438,51403.2497,51595.7254,53124.1384,53238.4744,53116.5678,53442.1895,55424.2946,55403.6508,55385.6744,54678.7802,54705.8887,54516.9025,54477.4849,53660.2353
0750 ZARAGOZA,33738.2663,32705.79,37404.3847,36935.9193,34222.9824,32217.6629,34785.5939,41684.9815,41687.8256,43950.9224,43912.0332,43910.0631,43919.6392,44019.4061,57481.4283,57465.8835,57461.7162,57460.0316,57508.7563,57511.7599,57443.2485
0808 BARCELONA,63579.6513,53281.0296,52328.8765,51874.937,46399.2105,47795.9207,45645.009,45786.4525,62149.5469,61990.773,61961.2255,64166.8894,64133.4457,63949.5725,63921.0877,77459.6052,77496.6117,77453.91,77362.7151,77390.9588,78180.1848
0817 GIRONA,127411.8364,130707.8481,131048.098,135961.7468,136196.9751,136897.8568,134427.5488,131640.7918,130372.581,129857.2389,130046.3281,139212.0414,138991.6863,138588.3006,138592.7439,138554.7718,138745.6501,138770.0408,147466.4982,149171.9834,148795.0342
0825 LLEIDA,109787.6036,110181.7192,112864.5083,108577.9467,107915.2896,105847.8717,104263.0351,103458.4237,103056.1565,101033.2258,103287.387,102845.4728,130411.844,130788.3154,130706.8308,130765.4185,130789.3763,130761.4514,131921.5299,132466.5123,132422.7839
0843 TARRAGONA,3129.8891,3433.8535,10032.6836,7816.0617,7889.4573,7330.0358,7344.3239,7366.6644,7415.9153,1785.1211,1821.2612,5661.8778,5669.7678,5590.351,5570.6754,5562.8357,5548.8815,5551.0075,4875.1805,4698.7949,4781.0396
0907 BALEARES,7476.4437,7832.8041,7755.0048,6662.4751,7797.6979,6240.1366,6263.1528,6284.2919,6349.4177,6690.4495,7002.4741,7023.5094,7693.3199,15709.1879,15709.5069,15877.7234,15885.6568,15936.7743,17093.1348,19006.5626,22592.5585
1005 AVILA,57875.1311,57732.3734,55196.58,53131.3186,44874.522,45576.6582,45594.6485,46525.689,45161.2717,45155.7593,45154.7642,51650.7537,51686.6506,51686.6529,52716.6658,52683.036,52690.2983,52724.1535,70401.4503,70401.4503,70401.4503
1009 BURGOS,160780.6563,160370.1619,162373.3938,165611.0222,165235.8979,164592.08,163462.1891,163630.1886,236367.4453,236407.3848,236704.8589,235890.5165,238103.3369,238096.7395,238120.8148,238244.5951,241139.1438,240645.8009,242062.1206,242157.6846,242265.0423
1024 LEON,181288.7623,181754.385,181600.7275,181753.5672,184117.1484,223257.9539,223892.7122,224967.2784,225447.5207,225414.8371,225734.4707,226622.1808,226466.7627,265788.7703,265994.401,265859.3276,266051.2949,265986.8795,266465.8462,266806.9054,269804.6955
1034 PALENCIA,81038.6146,80261.6608,77594.4391,82006.4528,78959.2872,78924.5399,78864.6744,76831.9928,76948.5675,76921.0979,78178.7011,78099.3415,78072.1241,78132.4925,78301.1929,77935.3784,77942.2793,77864.0926,78948.1273,91002.2874,93145.7696
1037 SALAMANCA,65767.3693,66726.796,65348.2855,65084.908,65451.7835,70873.4373,72169.7001,72115.0071,72289.9885,72368.2456,72696.6245,72638.5203,72550.4412,71281.2873,71281.9587,71426.1867,71549.0526,89372.5641,89754.3999,90249.0053,90078.4706
1040 SEGOVIA,50300.2878,50589.3793,53445.5188,53312.3613,53145.9842,53518.9373,53662.8605,53610.0974,53611.6716,53321.8776,53728.9828,53084.3523,53080.7184,53027.6966,53013.4431,53014.9329,52905.4374,52758.6551,54722.6295,54708.4505,54708.4562
1042 SORIA,84091.4214,86974.7373,93899.9083,94919.0488,86411.2761,115956.8162,114352.7488,113905.1334,111361.5686,109525.6512,109825.8908,110929.8063,113623.8098,115203.2767,115597.5267,116614.1795,115149.4945,115207.4704,115150.8188,115179.2034,119787.1489
1047 VALLADOLID,21243.0723,21301.4651,21182.5667,15843.2546,15711.2735,22233.537,22226.9758,22404.6675,22795.5701,24858.8229,24852.1453,24796.546,24796.4407,24778.6676,24784.3949,24784.3966,24815.8317,24301.0265,24322.3979,24371.3605,24347.548
1049 ZAMORA,68301.5587,68538.7189,72580.4127,72279.4063,73355.0488,75478.7867,76431.6694,76224.1559,77042.9333,77049.0752,76445.6609,76532.5115,100023.7365,100176.5899,100167.7645,100684.1044,100468.3232,100388.3029,101391.8289,105639.454,105709.8819
1128 MADRID,101470.8684,99942.2549,99426.45,90299.8968,91036.7789,86615.2012,85894.7361,87114.1143,86872.8596,87342.3806,87231.2451,86801.0502,97961.1196,98271.6752,98193.0547,98373.1778,102128.0615,101612.2693,102363.4957,102345.721,102300.0767
1202 ALBACETE,21636.213,20529.4965,24687.4685,20242.3562,20444.5576,22494.3674,17874.1615,18119.6192,18377.1915,50239.4233,50408.0567,51453.9208,50985.9853,52036.2237,53491.4419,51102.9235,46076.6196,46094.6959,46726.578,46766.8022,46773.5738
1213 CIUDAD REAL,101039.6333,101132.2725,100848.4315,94044.3077,100653.7883,102409.3511,102100.0675,102351.7947,99976.0884,103790.9205,114097.1139,113925.811,114373.2222,113846.5091,114029.3399,113972.2634,113895.0197,150495.8451,149347.9784,149640.7408,149526.3548
1216 CUENCA,52012.1274,48254.8703,47333.5565,48265.9378,48134.5541,48387.7806,48694.5483,48749.3743,50579.9429,56464.0864,56802.5848,56965.6947,57062.9286,56939.2339,56883.4514,56761.1558,56669.8895,54176.1798,54225.5497,54739.7914,54744.477
1219 GUADALAJARA,161898.3788,159815.6771,159826.0804,162487.926,161901.8862,160871.5778,160724.0988,160950.0968,167172.496,167100.6102,168838.0628,168937.9441,166774.568,166761.0002,166888.074,175876.6449,173538.6828,173398.3816,173751.2661,172545.3256,172540.0135
1245 TOLEDO,66178.2492,66879.563,65424.9129,67703.1193,69825.4669,70576.3634,73900.5119,74711.4144,76197.8516,148051.6131,147691.8739,147654.0307,147953.8339,148024.3752,148225.1751,148153.4049,150998.7284,151004.6419,151593.1041,151598.1122,151747.3323
1303 ALICANTE,4.3169,3439.2397,3789.02,3321.3816,3336.8272,3386.4639,3421.6033,3406.4177,3406.4177,3406.4177,3441.4021,3412.3749,3699.5183,3706.1532,3411.7231,3411.7229,3411.7229,3411.7205,3410.4212,3410.7144,3410.8844
1312 CASTELLON,54348.2909,44069.6267,44281.34,45267.3326,44983.3025,47460.4136,37492.5727,37576.1723,37663.986,37778.1459,37283.1028,37466.7028,37590.5851,37012.8193,36976.8168,37037.8812,37039.8309,37037.5722,36958.8924,36995.452,37092.7215
1346 VALENCIA,957.2153,697.6924,890.33,913.7485,895.8752,1996.738,1879.6808,8545.6407,8605.427,8558.1302,8564.2064,8564.2095,8568.7206,8584.5806,8590.2472,4894.9375,4900.1615,4911.5017,4827.3423999999995,4808.4511999999995,4711.5398000000005
"1430 R,DE MURCIA",10121.0189,9985.8562,7286.5875,7434.7449,7465.1006,7408.4826,9141.9193,4657.3502,4737.0781,4022.5001,4021.7577,3975.4352,3998.7941,3988.2373,3981.0695,2096.5437,2122.9105,2124.3738,2124.3738,2124.4319,2130.2714
1506 BADAJOZ,105235.4122,106507.3304,108921.6178,101731.1111,103087.168,102201.5396,104140.6063,105308.8202,105681.8853,107764.3521,107571.0597,109891.8053,110808.8406,110126.0782,265268.6047,265348.081,266586.5268,266579.5586,266356.1489,265851.5584,267440.3984
1510 CACERES,120144.5124,118802.0634,124500.6239,125861.4013,127105.3402,127066.8019,127616.2933,117229.4735,117143.1264,117183.1266,117186.7138,117280.3472,118257.5359,117994.946,118012.7173,177472.3608,177614.3771,177623.4163,177708.5885,179163.5059,179159.3534
1604 ALMERIA,7248.582,1583.0242,1626.6576,1045.9264,1067.1273,1057.9261,1124.0836,1123.4714,1034.1935,6172.2938,6170.7467,6170.7467,6176.2143,6176.2143,6182.4069,6182.4063,6398.5649,6398.5649,6398.5873,6398.5873,6398.5873
1611 CADIZ,21123.9463,20956.3535,20839.8606,45837.69,46862.1397,49063.0547,47092.7921,47136.8762,47003.5815,48879.4601,82326.1312,82316.075,82639.6621,82874.8807,83141.7837,82903.5729,81002.6115,119525.005,119650.3639,119675.7728,119976.2245
